QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,,92765-64808:Juwan Johnson,92765-64808,TE,Juwan,Juwan Johnson,Johnson,7.112500191,16,5100,TEN@NO,NO,TEN,,,,,,TE/FLEX
,,,,,,,,,,92765-112057:Jaylen Warren,92765-112057,RB,Jaylen,Jaylen Warren,Warren,4.956250191,16,5100,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-71105:Ben Skowronek,92765-71105,WR,Ben,Ben Skowronek,Skowronek,4.628571647,14,5100,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-120639:Quentin Johnston,92765-120639,WR,Quentin,Quentin Johnston,Johnston,,,5100,MIA@LAC,LAC,MIA,,,,,,WR/FLEX
,,,,,,,,,,92765-40845:Hunter Henry,92765-40845,TE,Hunter,Hunter Henry,Henry,5.212500095,16,5100,PHI@NE,NE,PHI,,,,,,TE/FLEX
,,,,,,,,,,92765-73687:Quez Watkins,92765-73687,WR,Quez,Quez Watkins,Watkins,3.647368582,19,5100,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-28643:Allen Robinson II,92765-28643,WR,Allen,Allen Robinson II,Robinson II,6.840000153,10,5100,SF@PIT,PIT,SF,,,,,,WR/FLEX
,,,,,,,,,,92765-71705:Noah Fant,92765-71705,TE,Noah,Noah Fant,Fant,5.511110942,18,5000,LAR@SEA,SEA,LAR,,,,,,TE/FLEX
,,,,,,,,,,92765-12555:Baltimore Ravens,92765-12555,D,Baltimore,Baltimore Ravens,Ravens,7.833333333,18,5000,HOU@BAL,BAL,HOU,,,,,,DEF
,,,,,,,,,,92765-53639:Isaiah McKenzie,92765-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,5.929411944,17,5000,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-64031:Hayden Hurst,92765-64031,TE,Hayden,Hayden Hurst,Hurst,6.323529412,17,5000,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
,,,,,,,,,,92765-31394:Jarvis Landry,92765-31394,WR,Jarvis,Jarvis Landry,Landry,5.300000085,9,5000,TEN@NO,NO,TEN,Q,Ankle,,,,WR/FLEX
,,,,,,,,,,92765-92976:Tutu Atwell,92765-92976,WR,Tutu,Tutu Atwell,Atwell,4.51666673,12,5000,LAR@SEA,LAR,SEA,,,,,,WR/FLEX
,,,,,,,,,,92765-29780:Zach Ertz,92765-29780,TE,Zach,Zach Ertz,Ertz,9.209999847,10,5000,ARI@WAS,ARI,WAS,Q,Knee - acl + mcl,,,,TE/FLEX
,,,,,,,,,,92765-89455:Jayden Reed,92765-89455,WR,Jayden,Jayden Reed,Reed,,,5000,GB@CHI,GB,CHI,,,,,,WR/FLEX
,,,,,,,,,,92765-71032:Devin Duvernay,92765-71032,WR,Devin,Devin Duvernay,Duvernay,6.971428462,14,5000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-73247:Kene Nwangwu,92765-73247,RB,Kene,Kene Nwangwu,Nwangwu,0.807692308,13,5000,TB@MIN,MIN,TB,IR,Back,,,,RB/FLEX
,,,,,,,,,,92765-128693:Tank Bigsby,92765-128693,RB,Tank,Tank Bigsby,Bigsby,,,5000,JAC@IND,JAC,IND,,,,,,RB/FLEX
,,,,,,,,,,92765-87859:Laviska Shenault Jr.,92765-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,4.553846213,13,5000,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
,,,,,,,,,,92765-69558:Greg Dortch,92765-69558,WR,Greg,Greg Dortch,Dortch,5.443749905,16,5000,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-104433:Kyren Williams,92765-104433,RB,Kyren,Kyren Williams,Williams,3.25,8,5000,LAR@SEA,LAR,SEA,,,,,,RB/FLEX
,,,,,,,,,,92765-53390:Zach Pascal,92765-53390,WR,Zach,Zach Pascal,Pascal,2.1,15,4900,ARI@WAS,ARI,WAS,,,,,,WR/FLEX
,,,,,,,,,,92765-12552:Washington Commanders,92765-12552,D,Washington,Washington Commanders,Commanders,7.058823529,17,4900,ARI@WAS,WAS,ARI,,,,,,DEF
,,,,,,,,,,92765-129291:Tank Dell,92765-129291,WR,Tank,Tank Dell,Dell,,,4900,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-129305:Josh Downs,92765-129305,WR,Josh,Josh Downs,Downs,,,4900,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-80289:Kendrick Bourne,92765-80289,WR,Kendrick,Kendrick Bourne,Bourne,4.425000191,16,4900,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-86811:Cade Otton,92765-86811,TE,Cade,Cade Otton,Otton,5.326666768,15,4900,TB@MIN,TB,MIN,,,,,,TE/FLEX
,,,,,,,,,,92765-90912:Kenneth Gainwell,92765-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,5.475,20,4900,PHI@NE,PHI,NE,,,,,,RB/FLEX
,,,,,,,,,,92765-64389:Nick Westbrook-Ikhine,92765-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,4.679999797,15,4900,TEN@NO,TEN,NO,,,,,,WR/FLEX
,,,,,,,,,,92765-29683:Nelson Agholor,92765-29683,WR,Nelson,Nelson Agholor,Agholor,4.264285769,14,4900,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-72725:Irv Smith Jr.,92765-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,5.5,9,4900,CIN@CLE,CIN,CLE,,,,,,TE/FLEX
,,,,,,,,,,92765-83081:Chase Edmonds,92765-83081,RB,Chase,Chase Edmonds,Edmonds,5.092307458,13,4900,TB@MIN,TB,MIN,,,,,,RB/FLEX
,,,,,,,,,,92765-87371:Ty Chandler,92765-87371,RB,Ty,Ty Chandler,Chandler,2,1,4900,TB@MIN,MIN,TB,,,,,,RB/FLEX
,,,,,,,,,,92765-26355:Logan Thomas,92765-26355,TE,Logan,Logan Thomas,Thomas,4.446153787,13,4900,ARI@WAS,WAS,ARI,,,,,,TE/FLEX
,,,,,,,,,,92765-14211:Mark Ingram II,92765-14211,RB,Mark,Mark Ingram II,Ingram II,4.209999847,10,4900,TEN@NO,NO,TEN,Q,Knee - mcl,,,,RB/FLEX
,,,,,,,,,,92765-79979:Jamal Agnew,92765-79979,WR,Jamal,Jamal Agnew,Agnew,3.482352986,17,4800,JAC@IND,JAC,IND,,,,,,WR/FLEX
,,,,,,,,,,92765-69860:Trayveon Williams,92765-69860,RB,Trayveon,Trayveon Williams,Williams,0.636363636,11,4800,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
,,,,,,,,,,92765-12540:Minnesota Vikings,92765-12540,D,Minnesota,Minnesota Vikings,Vikings,6.166666667,18,4800,TB@MIN,MIN,TB,,,,,,DEF
,,,,,,,,,,92765-41806:Laquon Treadwell,92765-41806,WR,Laquon,Laquon Treadwell,Treadwell,2.399999936,3,4800,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-56265:Mike Gesicki,92765-56265,TE,Mike,Mike Gesicki,Gesicki,5.038888719,18,4800,PHI@NE,NE,PHI,,,,,,TE/FLEX
,,,,,,,,,,92765-103376:Zach Charbonnet,92765-103376,RB,Zach,Zach Charbonnet,Charbonnet,,,4800,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-40126:Austin Hooper,92765-40126,TE,Austin,Austin Hooper,Hooper,4.523529502,17,4800,LV@DEN,LV,DEN,,,,,,TE/FLEX
,,,,,,,,,,92765-52495:Braxton Berrios,92765-52495,WR,Braxton,Braxton Berrios,Berrios,2.86352943,17,4800,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-87469:Jelani Woods,92765-87469,TE,Jelani,Jelani Woods,Woods,5.14166673,12,4800,JAC@IND,IND,JAC,IR,Hamstring,,,,TE/FLEX
,,,,,,,,,,92765-69168:N'Keal Harry,92765-69168,WR,N'Keal,N'Keal Harry,Harry,3.51666673,6,4800,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-63078:Ke'Shawn Vaughn,92765-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,1.739999962,5,4800,TB@MIN,TB,MIN,,,,,,RB/FLEX
,,,,,,,,,,92765-61042:Kendall Hinton,92765-61042,WR,Kendall,Kendall Hinton,Hinton,4.036363775,11,4800,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-26251:Robbie Chosen,92765-26251,WR,Robbie,Robbie Chosen,Chosen,3.51666673,12,4800,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-61593:Jauan Jennings,92765-61593,WR,Jauan,Jauan Jennings,Jennings,4.10000017,18,4700,SF@PIT,SF,PIT,,,,,,WR/FLEX
,,,,,,,,,,92765-12549:San Francisco 49ers,92765-12549,D,San Francisco,San Francisco 49ers,49ers,9.05,20,4700,SF@PIT,SF,PIT,,,,,,DEF
,,,,,,,,,,92765-92859:Jalen Nailor,92765-92859,WR,Jalen,Jalen Nailor,Nailor,5.679999924,5,4700,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-29734:Ty Montgomery II,92765-29734,RB,Ty,Ty Montgomery II,Montgomery II,8.800000191,1,4700,PHI@NE,NE,PHI,,,,,,RB/FLEX
,,,,,,,,,,92765-62628:DeAndre Carter,92765-62628,WR,DeAndre,DeAndre Carter,Carter,5.111111111,18,4700,LV@DEN,LV,DEN,Q,Knee,,,,WR/FLEX
,,,,,,,,,,92765-87260:Isaiah Likely,92765-87260,TE,Isaiah,Isaiah Likely,Likely,5.235714504,14,4700,HOU@BAL,BAL,HOU,,,,,,TE/FLEX
,,,,,,,,,,92765-120093:Marvin Mims Jr.,92765-120093,WR,Marvin,Marvin Mims Jr.,Mims Jr.,,,4700,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-85306:KhaDarel Hodge,92765-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,3.85555564,9,4700,CAR@ATL,ATL,CAR,Q,Ankle,,,,WR/FLEX
,,,,,,,,,,92765-64841:Equanimeous St. Brown,92765-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,3.387500048,16,4700,GB@CHI,CHI,GB,,,,,,WR/FLEX
,,,,,,,,,,92765-93538:Dyami Brown,92765-93538,WR,Dyami,Dyami Brown,Brown,4.32857132,7,4700,ARI@WAS,WAS,ARI,,,,,,WR/FLEX
,,,,,,,,,,92765-89493:Chase Brown,92765-89493,RB,Chase,Chase Brown,Brown,,,4700,CIN@CLE,CIN,CLE,,,,,,RB/FLEX
,,,,,,,,,,92765-114100:Isaiah Spiller,92765-114100,RB,Isaiah,Isaiah Spiller,Spiller,1.380000019,5,4700,MIA@LAC,LAC,MIA,,,,,,RB/FLEX
,,,,,,,,,,92765-91677:Shi Smith,92765-91677,WR,Shi,Shi Smith,Smith,3.162499905,16,4700,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
,,,,,,,,,,92765-91750:Trey McBride,92765-91750,TE,Trey,Trey McBride,McBride,4.7,10,4700,ARI@WAS,ARI,WAS,,,,,,TE/FLEX
,,,,,,,,,,92765-138998:Michael Mayer,92765-138998,TE,Michael,Michael Mayer,Mayer,,,4700,LV@DEN,LV,DEN,,,,,,TE/FLEX
,,,,,,,,,,92765-40758:Corey Clement,92765-40758,RB,Corey,Corey Clement,Clement,4.849999905,4,4700,ARI@WAS,ARI,WAS,,,,,,RB/FLEX
,,,,,,,,,,92765-61273:Scotty Miller,92765-61273,WR,Scotty,Scotty Miller,Miller,2.799999931,11,4700,CAR@ATL,ATL,CAR,,,,,,WR/FLEX
,,,,,,,,,,92765-24641:Sammy Watkins,92765-24641,WR,Sammy,Sammy Watkins,Watkins,4.020000076,10,4600,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-12545:Philadelphia Eagles,92765-12545,D,Philadelphia,Philadelphia Eagles,Eagles,8.85,20,4600,PHI@NE,PHI,NE,,,,,,DEF
,,,,,,,,,,92765-80353:Robert Tonyan,92765-80353,TE,Robert,Robert Tonyan,Tonyan,5.029411765,17,4600,GB@CHI,CHI,GB,,,,,,TE/FLEX
,,,,,,,,,,92765-62042:Deon Cain,92765-62042,WR,Deon,Deon Cain,Cain,,,4600,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-27338:Rex Burkhead,92765-27338,RB,Rex,Rex Burkhead,Burkhead,3.926666768,15,4600,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
,,,,,,,,,,92765-94936:Larry Rountree III,92765-94936,RB,Larry,Larry Rountree III,Rountree III,2.150000095,2,4600,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
,,,,,,,,,,92765-56248:Noah Brown,92765-56248,WR,Noah,Noah Brown,Brown,5.817647149,17,4600,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-64496:Olamide Zaccheaus,92765-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,5.625,16,4600,PHI@NE,PHI,NE,,,,,,WR/FLEX
,,,,,,,,,,92765-48116:Jonnu Smith,92765-48116,TE,Jonnu,Jonnu Smith,Smith,3.208333333,12,4600,CAR@ATL,ATL,CAR,,,,,,TE/FLEX
,,,,,,,,,,92765-42046:Durham Smythe,92765-42046,TE,Durham,Durham Smythe,Smythe,2.692307692,13,4600,MIA@LAC,MIA,LAC,,,,,,TE/FLEX
,,,,,,,,,,92765-52345:Brandon Powell,92765-52345,WR,Brandon,Brandon Powell,Powell,2.094117557,17,4600,TB@MIN,MIN,TB,,,,,,WR/FLEX
,,,,,,,,,,92765-56698:Dante Pettis,92765-56698,WR,Dante,Dante Pettis,Pettis,3.713333384,15,4600,GB@CHI,CHI,GB,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-64905:Trenton Irwin,92765-64905,WR,Trenton,Trenton Irwin,Irwin,5.327272589,11,4600,CIN@CLE,CIN,CLE,,,,,,WR/FLEX
,,,,,,,,,,92765-136663:DeWayne McBride,92765-136663,RB,DeWayne,DeWayne McBride,McBride,,,4600,TB@MIN,MIN,TB,,,,,,RB/FLEX
,,,,,,,,,,92765-32243:Marquise Goodwin,92765-32243,WR,Marquise,Marquise Goodwin,Goodwin,6.391666412,12,4600,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
,,,,,,,,,,92765-60930:Myles Gaskin,92765-60930,RB,Myles,Myles Gaskin,Gaskin,3.700000048,2,4600,TB@MIN,MIN,TB,,,,,,RB/FLEX
,,,,,,,,,,92765-138820:De'Von Achane,92765-138820,RB,De'Von,De'Von Achane,Achane,,,4600,MIA@LAC,MIA,LAC,,,,,,RB/FLEX
,,,,,,,,,,92765-104012:Ashton Dulin,92765-104012,WR,Ashton,Ashton Dulin,Dulin,5,7,4600,JAC@IND,IND,JAC,IR,Knee - acl,,,,WR/FLEX
,,,,,,,,,,92765-71246:Marquez Callaway,92765-71246,WR,Marquez,Marquez Callaway,Callaway,2.979999924,10,4600,LV@DEN,LV,DEN,,,,,,WR/FLEX
,,,,,,,,,,92765-63186:James Proche II,92765-63186,WR,James,James Proche II,Proche II,0.919999981,10,4600,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
,,,,,,,,,,92765-71521:Justice Hill,92765-71521,RB,Justice,Justice Hill,Hill,2.375,16,4600,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
,,,,,,,,,,92765-69581:Cedrick Wilson Jr.,92765-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.715384557,13,4600,MIA@LAC,MIA,LAC,,,,,,WR/FLEX
,,,,,,,,,,92765-24533:Mo Alie-Cox,92765-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,3.17142868,14,4600,JAC@IND,IND,JAC,,,,,,TE/FLEX
,,,,,,,,,,92765-79980:Eric Saubert,92765-79980,TE,Eric,Eric Saubert,Saubert,2.176923018,13,4500,MIA@LAC,MIA,LAC,Q,Undisclosed,,,,TE/FLEX
,,,,,,,,,,92765-86192:KJ Hamler,92765-86192,WR,KJ,KJ Hamler,Hamler,3.71666654,6,4500,LV@DEN,DEN,LV,Q,Pectoral,,,,WR/FLEX
,,,,,,,,,,92765-65724:JaMycal Hasty,92765-65724,RB,JaMycal,JaMycal Hasty,Hasty,4.320000203,15,4500,JAC@IND,JAC,IND,,,,,,RB/FLEX
,,,,,,,,,,92765-28900:Melvin Gordon III,92765-28900,RB,Melvin,Melvin Gordon III,Gordon III,7.459999847,10,4500,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
,,,,,,,,,,92765-12525:Atlanta Falcons,92765-12525,D,Atlanta,Atlanta Falcons,Falcons,4.882352941,17,4500,CAR@ATL,ATL,CAR,,,,,,DEF
,,,,,,,,,,92765-30989:Kenyan Drake,92765-30989,RB,Kenyan,Kenyan Drake,Drake,7.96666654,12,4500,JAC@IND,IND,JAC,,,,,,RB/FLEX
,,,,,,,,,,92765-33047:Chris Moore,92765-33047,WR,Chris,Chris Moore,Moore,6.073333232,15,4500,TEN@NO,TEN,NO,,,,,,WR/FLEX
,,,,,,,,,,92765-94625:Jalen Reagor,92765-94625,WR,Jalen,Jalen Reagor,Reagor,1.272222201,18,4500,PHI@NE,NE,PHI,,,,,,WR/FLEX
,,,,,,,,,,92765-92590:Raheem Blackshear,92765-92590,RB,Raheem,Raheem Blackshear,Blackshear,2.923076923,13,4500,CAR@ATL,CAR,ATL,,,,,,RB/FLEX
,,,,,,,,,,92765-31184:Jonathan Williams,92765-31184,RB,Jonathan,Jonathan Williams,Williams,2.837500095,8,4500,ARI@WAS,WAS,ARI,Q,Undisclosed,,,,RB/FLEX
,,,,,,,,,,92765-72182:Dee Eskridge,92765-72182,WR,Dee,Dee Eskridge,Eskridge,1.144444466,9,4500,LAR@SEA,SEA,LAR,IR,Suspension,,,,WR/FLEX
,,,,,,,,,,92765-113228:Luke Musgrave,92765-113228,TE,Luke,Luke Musgrave,Musgrave,,,4500,GB@CHI,GB,CHI,,,,,,TE/FLEX
,,,,,,,,,,92765-58041:Mike Boone,92765-58041,RB,Mike,Mike Boone,Boone,3.037499905,8,4500,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
,,,,,,,,,,92765-72515:Ian Thomas,92765-72515,TE,Ian,Ian Thomas,Thomas,2.323076982,13,4500,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
,,,,,,,,,,92765-70601:Harrison Bryant,92765-70601,TE,Harrison,Harrison Bryant,Bryant,3.300000054,14,4500,CIN@CLE,CLE,CIN,,,,,,TE/FLEX
,,,,,,,,,,92765-56356:Isaiah Ford,92765-56356,WR,Isaiah,Isaiah Ford,Ford,,,4500,GB@CHI,CHI,GB,Q,Undisclosed,,,,WR/FLEX
,,,,,,,,,,92765-64575:Derrick Gore,92765-64575,RB,Derrick,Derrick Gore,Gore,,,4500,ARI@WAS,WAS,ARI,,,,,,RB/FLEX
,,,,,,,,,,92765-25813:Phillip Dorsett II,92765-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,2.978571483,14,4500,LV@DEN,DEN,LV,,,,,,WR/FLEX
,,,,,,,,,,92765-91361:Hassan Haskins,92765-91361,RB,Hassan,Hassan Haskins,Haskins,1.708333333,12,4500,TEN@NO,TEN,NO,IR,Undisclosed,,,,RB/FLEX
,,,,,,,,,,92765-60712:Foster Moreau,92765-60712,TE,Foster,Foster Moreau,Moreau,4.907142639,14,4500,TEN@NO,NO,TEN,,,,,,TE/FLEX
,,,,,,,,,,92765-64843:Jalen Guyton,92765-64843,WR,Jalen,Jalen Guyton,Guyton,3.700000048,2,4500,MIA@LAC,LAC,MIA,NA,Knee - acl,,,,WR/FLEX
,,,,,,,,,,92765-56708:Will Dissly,92765-56708,TE,Will,Will Dissly,Dissly,4.660000102,15,4500,LAR@SEA,SEA,LAR,,,,,,TE/FLEX
,,,,,,,,,,92765-73121:Tony Jones Jr.,92765-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,2.633333365,3,4500,TEN@NO,NO,TEN,,,,,,RB/FLEX
,,,,,,,,,,92765-32234:Malcolm Brown,92765-32234,RB,Malcolm,Malcolm Brown,Brown,2.899999891,7,4500,LAR@SEA,LAR,SEA,,,,,,RB/FLEX
,,,,,,,,,,92765-89588:Colby Parkinson,92765-89588,TE,Colby,Colby Parkinson,Parkinson,3.973333232,15,4500,LAR@SEA,SEA,LAR,,,,,,TE/FLEX
,,,,,,,,,,92765-62994:Steven Sims Jr.,92765-62994,WR,Steven,Steven Sims Jr.,Sims Jr.,2.033333302,12,4500,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
,,,,,,,,,,92765-112192:Jonathan Mingo,92765-112192,WR,Jonathan,Jonathan Mingo,Mingo,,,4500,CAR@ATL,CAR,ATL,,,,,,WR/FLEX
,,,,,,,,,,92765-71444:Travis Homer,92765-71444,RB,Travis,Travis Homer,Homer,4.387499809,8,4500,GB@CHI,CHI,GB,,,,,,RB/FLEX
,,,,,,,,,,92765-170184:Julius Chestnut,92765-170184,RB,Julius,Julius Chestnut,Chestnut,1.133333365,6,4400,TEN@NO,TEN,NO,,,,,,RB/FLEX
,,,,,,,,,,92765-88277:Anthony McFarland Jr.,92765-88277,RB,Anthony,Anthony McFarland Jr.,McFarland Jr.,5.099999905,1,4400,SF@PIT,PIT,SF,,,,,,RB/FLEX
,,,,,,,,,,92765-131328:Zach Evans,92765-131328,RB,Zach,Zach Evans,Evans,,,4400,LAR@SEA,LAR,SEA,,,,,,RB/FLEX
,,,,,,,,,,92765-12554:Jacksonville Jaguars,92765-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,7.421052632,19,4400,JAC@IND,JAC,IND,,,,,,DEF
,,,,,,,,,,92765-102762:Kevin Harris,92765-102762,RB,Kevin,Kevin Harris,Harris,2.239999962,5,4400,PHI@NE,NE,PHI,,,,,,RB/FLEX
,,,,,,,,,,92765-22898:Brandon Bolden,92765-22898,RB,Brandon,Brandon Bolden,Bolden,2.849999905,8,4400,LV@DEN,LV,DEN,,,,,,RB/FLEX
,,,,,,,,,,92765-43433:Boston Scott,92765-43433,RB,Boston,Boston Scott,Scott,3.511111153,18,4400,PHI@NE,PHI,NE,,,,,,RB/FLEX
,,,,,,,,,,92765-55748:James Washington,92765-55748,WR,James,James Washington,Washington,0,1,4400,JAC@IND,IND,JAC,,,,,,WR/FLEX
,,,,,,,,,,92765-102902:Trey Palmer,92765-102902,WR,Trey,Trey Palmer,Palmer,,,4400,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-55970:Royce Freeman,92765-55970,RB,Royce,Royce Freeman,Freeman,4,4,4400,LAR@SEA,LAR,SEA,,,,,,RB/FLEX
,,,,,,,,,,92765-92882:Connor Heyward,92765-92882,TE,Connor,Connor Heyward,Heyward,3.724999905,8,4400,SF@PIT,PIT,SF,,,,,,TE/FLEX
,,,,,,,,,,92765-93026:Teagan Quitoriano,92765-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,3.82857132,7,4400,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-72627:Patrick Taylor,92765-72627,RB,Patrick,Patrick Taylor,Taylor,1.325000048,4,4400,GB@CHI,GB,CHI,,,,,,RB/FLEX
,,,,,,,,,,92765-91101:Tommy Tremble,92765-91101,TE,Tommy,Tommy Tremble,Tremble,3.064285823,14,4400,CAR@ATL,CAR,ATL,,,,,,TE/FLEX
,,,,,,,,,,92765-89214:Abram Smith,92765-89214,RB,Abram,Abram Smith,Smith,,,4400,TB@MIN,MIN,TB,,,,,,RB/FLEX
,,,,,,,,,,92765-130270:Adam Trautman,92765-130270,TE,Adam,Adam Trautman,Trautman,2.975000064,12,4400,LV@DEN,DEN,LV,,,,,,TE/FLEX
,,,,,,,,,,92765-87432:Cedric Tillman,92765-87432,WR,Cedric,Cedric Tillman,Tillman,,,4400,CIN@CLE,CLE,CIN,,,,,,WR/FLEX
,,,,,,,,,,92765-60977:Ty'Son Williams,92765-60977,RB,Ty'Son,Ty'Son Williams,Williams,1,1,4400,ARI@WAS,ARI,WAS,,,,,,RB/FLEX
,,,,,,,,,,92765-61112:Josiah Deguara,92765-61112,TE,Josiah,Josiah Deguara,Deguara,1.988888847,9,4400,GB@CHI,GB,CHI,,,,,,TE/FLEX
,,,,,,,,,,92765-104278:Donald Parham Jr.,92765-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,4.042857034,7,4400,MIA@LAC,LAC,MIA,,,,,,TE/FLEX
,,,,,,,,,,92765-14190:Julio Jones,92765-14190,WR,Julio,Julio Jones,Jones,6.845454823,11,4400,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-94087:DeeJay Dallas,92765-94087,RB,DeeJay,DeeJay Dallas,Dallas,2.5,16,4400,LAR@SEA,SEA,LAR,,,,,,RB/FLEX
,,,,,,,,,,92765-30678:Damiere Byrd,92765-30678,WR,Damiere,Damiere Byrd,Byrd,3.774999936,12,4400,CAR@ATL,CAR,ATL,Q,Hamstring,,,,WR/FLEX
,,,,,,,,,,92765-63479:John Kelly Jr.,92765-63479,RB,John,John Kelly Jr.,Kelly Jr.,,,4400,CIN@CLE,CLE,CIN,,,,,,RB/FLEX
,,,,,,,,,,92765-57342:Tre'Quan Smith,92765-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,4.811111026,9,4400,TEN@NO,NO,TEN,O,Groin,,,,WR/FLEX
,,,,,,,,,,92765-28827:Dare Ogunbowale,92765-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,3.518181888,11,4300,HOU@BAL,HOU,BAL,Q,Hamstring,,,,RB/FLEX
,,,,,,,,,,92765-32957:Eric Tomlinson,92765-32957,TE,Eric,Eric Tomlinson,Tomlinson,3.049999952,8,4300,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
,,,,,,,,,,92765-86255:Josh Whyle,92765-86255,TE,Josh,Josh Whyle,Whyle,,,4300,TEN@NO,TEN,NO,,,,,,TE/FLEX
,,,,,,,,,,92765-12542:New Orleans Saints,92765-12542,D,New Orleans,New Orleans Saints,Saints,6.588235294,17,4300,TEN@NO,NO,TEN,,,,,,DEF
,,,,,,,,,,92765-94481:Deven Thompkins,92765-94481,WR,Deven,Deven Thompkins,Thompkins,1.660000038,5,4300,TB@MIN,TB,MIN,,,,,,WR/FLEX
,,,,,,,,,,92765-102729:Snoop Conner,92765-102729,RB,Snoop,Snoop Conner,Conner,2.039999962,5,4300,JAC@IND,JAC,IND,,,,,,RB/FLEX
,,,,,,,,,,92765-39286:O.J. Howard,92765-39286,TE,O.J.,O.J. Howard,Howard,2.863636364,11,4300,LV@DEN,LV,DEN,,,,,,TE/FLEX
,,,,,,,,,,92765-90522:Cameron Latu,92765-90522,TE,Cameron,Cameron Latu,Latu,,,4300,SF@PIT,SF,PIT,IR,Knee - meniscus,,,,TE/FLEX
,,,,,,,,,,92765-63907:Josh Oliver,92765-63907,TE,Josh,Josh Oliver,Oliver,2.884615385,13,4300,TB@MIN,MIN,TB,,,,,,TE/FLEX
,,,,,,,,,,92765-57909:Marlon Mack,92765-57909,RB,Marlon,Marlon Mack,Mack,4.899999891,7,4300,ARI@WAS,ARI,WAS,IR,Achilles,,,,RB/FLEX
,,,,,,,,,,92765-62055:Ray-Ray McCloud III,92765-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.454999924,20,4300,SF@PIT,SF,PIT,,,,,,WR/FLEX
